date,CO,HCHO,NO2,O3,SO2,CH4
2025-09-27,0.029643535643888944,0.0001539906411307342,3.751144930595107e-05,0.11461896319899681,0.00010410767725175828,1856.3459434811596
2025-09-28,0.02983935784301005,0.00015537645572549918,3.734011126030616e-05,0.11474433232513272,9.622446768283062e-05,1855.7040570397767
2025-09-29,0.029953308420019555,0.00015550470041856795,3.70871136677416e-05,0.11477437689561068,9.206823360170871e-05,1853.0922346627383
2025-09-30,0.030132664893546515,0.0001566334867188509,3.6969416241887256e-05,0.11470573062624403,9.37836746389098e-05,1853.0922346627385
2025-10-01,0.030250074200345416,0.00015888354565844932,3.74384634931106e-05,0.11471376912994681,9.12519208705626e-05,1853.0922346627383
2025-10-02,0.03033829877616023,0.00016254554191907206,3.818727923371676e-05,0.11473896652660917,9.023831629687122e-05,1851.1753495977507
2025-10-03,0.03074859199840126,0.00016695645668252096,3.919850982364056e-05,0.11482948432312494,8.67924251625871e-05,1847.3580332341833
2025-10-04,0.03099464373502076,0.00016880842588247878,3.9834905431188336e-05,0.1148500335666368,8.465639250401067e-05,1849.2571599228227
2025-10-05,0.030914587375514,0.00016798136341413734,3.937238203352786e-05,0.11490646146759988,7.174652694111066e-05,1849.2571599228227
2025-10-06,0.03096591835700563,0.0001704137814953928,3.9511162817252277e-05,0.11510933504874166,6.355021404511995e-05,1849.2571599228227
2025-10-07,0.031179155426007132,0.0001704022019261117,3.943428460056666e-05,0.1153223689926682,6.182067529085885e-05,1838.7483857963161
2025-10-08,0.03115989511130212,0.00016969360638737502,3.916243789764272e-05,0.115458330199765,6.392690864421598e-05,1838.7483857963161
2025-10-09,0.03147818344966535,0.0001706821959053186,3.957935236881826e-05,0.11560270648118294,6.283992628631809e-05,1838.7483857963161
2025-10-10,0.03182318557196159,0.00017168771736513362,4.017678666105774e-05,0.11565598810839677,6.622290065094743e-05,1843.0876312345138
2025-10-11,0.03202799742998137,0.0001753878856371949,4.046124818866216e-05,0.11556352531873788,6.108154640198776e-05,1843.0876312345138
2025-10-12,0.03190941283643798,0.00017474474451018406,3.987663764259516e-05,0.11556524102578583,5.493036629955443e-05,1843.0876312345138
2025-10-13,0.031775077869732035,0.00017429362639716784,3.968980725557944e-05,0.11561018978609545,4.9524192138190993e-05,1839.5645133772318
2025-10-14,0.03170379206120045,0.00017106989140222331,3.954956926954357e-05,0.11569413774197469,4.048900645431864e-05,1842.1519140908042
2025-10-15,0.03169180242811554,0.00017065534190696026,3.923800037254587e-05,0.11578694484987344,3.7204639451556794e-05,1845.1017599340853
2025-10-16,0.03174970271876351,0.00016444564107412148,3.874206569556037e-05,0.11595519270617359,4.503827000152539e-05,1849.0787019922614
2025-10-17,0.03154576822258681,0.00016355985988545873,3.7609180417872176e-05,0.11610374516855186,3.786826396050689e-05,1849.9775692335759
2025-10-18,0.0314779573334814,0.0001646196296807414,3.771308173932684e-05,0.1162873220873489,3.6403538969785235e-05,1849.9775692335759
2025-10-19,0.03190819761331158,0.00017015071155821826,3.859870564134974e-05,0.11637152615944646,3.16782512133919e-05,1846.850291386483
2025-10-20,0.032116233425187386,0.0001692121573725403,3.8697141185343804e-05,0.11636633986804724,3.059181390066311e-05,1842.955202247342
2025-10-21,0.0321297148181638,0.00016930584057729925,3.8824126702516046e-05,0.11648681446202167,3.2407489289200705e-05,1849.7781892754408
2025-10-22,0.03227356461101226,0.00017099375773010702,3.9025261288884226e-05,0.11667729643698857,2.024030588610937e-05,1849.7781892754404
2025-10-23,0.03196501606824848,0.00017013348796390295,3.7679517745760086e-05,0.11674851457853164,1.6138671251195534e-05,1851.9678757383358
2025-10-24,0.031689875797895686,0.00016692343410868433,3.647642423866441e-05,0.11687109596595872,1.1749345118448877e-05,1860.3449550602163
2025-10-25,0.03199614657410077,0.0001648845764156806,3.699662144684474e-05,0.11699783746771165,1.8315818821053198e-05,1860.2520448406462
2025-10-26,0.03215901559775107,0.0001698471333379538,3.755157980348298e-05,0.1171289070684489,1.9264222775399e-05,1857.5884448930537
2025-10-27,0.032132158754108214,0.00017100661910260124,3.765074912419464e-05,0.11711063214669226,1.3790262604915234e-05,1857.5884448930537
2025-10-28,0.032078055891973316,0.00017009135183219796,3.8574244322672344e-05,0.11697748105151352,1.0509558516990585e-05,1859.8735327666836
2025-10-29,0.03217063462167979,0.00017189810750814627,3.8875753257945395e-05,0.11697645042825996,1.2098848652708098e-05,1859.8735327666836
2025-10-30,0.032184912702603846,0.00017211620336091065,3.960765261426467e-05,0.11699337420411075,8.57609860104309e-06,1859.8735327666836
2025-10-31,0.03200342992479575,0.00016831580385968866,3.814313291649307e-05,0.11700937408227587,3.2585790107150757e-06,1859.8735327666836
2025-11-01,0.03220926088925087,0.00017121167763927623,3.822136579067916e-05,0.11704391219518466,5.027137862552804e-06,1859.8735327666836
2025-11-02,0.03212182324313335,0.00016695336317780116,3.6816526101394763e-05,0.1170993458831085,2.1782828356529278e-06,1859.8735327666836
2025-11-03,0.032062439495086276,0.00016625437386844904,3.6557773532003603e-05,0.11722926518545956,1.466768290330541e-07,1856.488977823338
2025-11-04,0.032020365763215645,0.00016630605781793348,3.7228600548027415e-05,0.11725895773595979,5.15137312749789e-06,1856.4889778233382
2025-11-05,0.032032129164824355,0.00016600208755241625,3.752724804398852e-05,0.1172234214514306,1.0152284797388728e-05,1856.488977823338
2025-11-06,0.0313602156069558,0.00016743436360811765,3.7003680129933456e-05,0.1170327822507927,2.0911411986294855e-05,1881.0546444817555
2025-11-07,0.030881560218926112,0.00016948142314519662,3.7031699292423174e-05,0.11696178315195643,1.6477376632877336e-05,1881.0546444817555
2025-11-08,0.030488143925013443,0.0001691702307878789,3.600218327510897e-05,0.11687043488213099,1.5995147568672487e-05,1881.0546444817555
2025-11-09,0.030195770975995344,0.00016821528010800525,3.50290424310307e-05,0.11685238004011923,5.1477527078005475e-06,1878.6134728385223
2025-11-10,0.030100727487403865,0.0001660585063007993,3.485244765388562e-05,0.11692311627403743,8.839864961917073e-06,1878.6134728385223
2025-11-11,0.030299724681400582,0.00016708197376316366,3.580787016656389e-05,0.1169990001656349,1.314519791390694e-05,1878.6134728385223
2025-11-12,0.030553579879075685,0.00018579085858485436,3.60879439577215e-05,0.11695878078352727,1.2743456160192149e-05,1878.6134728385223
2025-11-13,0.030754144576806242,0.00019168534173417983,3.63832522952561e-05,0.11685247048735614,1.9208676182441877e-05,1881.2801898046619
2025-11-14,0.030754323193286248,0.0001932845586013189,3.642528163729811e-05,0.11679258777191802,2.1775495172130127e-05,1881.670329680266
2025-11-15,0.030819882348601363,0.00019590182588647803,3.621359465900427e-05,0.11666425953871046,1.0956990183516369e-05,1862.5617106119792
2025-11-16,0.030787658148042987,0.0002099196049012556,3.6767512757023536e-05,0.11655498220579427,2.4986139709621734e-05,
2025-11-17,0.030970295486761706,0.0002207089634583676,3.725941119653481e-05,0.11646045384073406,2.5779980911049044e-05,
2025-11-18,0.03109335894264869,0.00022133776928340266,3.59733415485532e-05,0.1164024919037174,3.82378989955386e-05,
2025-11-19,0.031089546319034846,0.00024063289358003403,3.667893234742812e-05,0.11636441650817977,2.5519750301047953e-05,
2025-11-20,0.03114744779622645,0.0002461457424196308,3.670861031118158e-05,0.11632409794900399,2.7319922522643736e-05,
2025-11-21,0.030977796368258516,0.0002448981067364602,3.670861031118158e-05,0.11614561277740404,2.2008220723274907e-05,
2025-11-22,0.03084149225938066,0.00026844036652343486,3.589760075970454e-05,0.1161530846038704,2.43085689966745e-05,
2025-11-23,0.03083769731368385,0.00026844036652343486,3.862627369183183e-05,0.1160463542402165,2.43085689966745e-05,
2025-11-24,0.0305026069120775,0.0002774016429295588,3.816500653618709e-05,0.11602386133569587,1.3345422283507282e-05,
2025-11-25,0.03012795433315633,0.00027738300162260973,3.832605858238365e-05,0.11588218076705178,1.349965955221041e-05,
2025-11-26,0.029826323305434714,0.00027738300162260973,3.832605858238365e-05,0.11577074313126266,1.3499659552210408e-05,
2025-11-27,0.029868626268485743,0.0002903953564901542,3.832605858238365e-05,0.11588207902211058,2.37190395097271e-05,
2025-11-28,0.029725796676019767,0.0002903953564901542,3.793917121304859e-05,0.11575835889334193,2.3719039509727095e-05,
2025-11-29,0.029578620862585094,0.00029909111438730017,3.816111535390375e-05,0.11566515968843069,3.479558863735423e-05,
2025-11-30,0.02974110243050755,0.00031790655589214695,4.31848946658936e-05,0.11565286333924564,5.535496356045916e-05,
2025-12-01,0.029741102430507545,0.00032718622455730437,4.31848946658936e-05,0.1156830434013837,5.535496356045916e-05,
2025-12-02,0.02959461310365406,0.00035332714655891405,4.749616142992797e-05,0.11558226203112479,7.386977017225333e-05,
2025-12-03,0.029577231681869914,0.0003429050713248479,5.223300964892766e-05,0.11549859422745191,6.818006592134762e-05,
2025-12-04,0.029577231681869914,0.0003429050713248479,5.223300964892766e-05,0.11547637351747575,6.818006592134762e-05,
2025-12-05,0.029421567381522743,0.00032930101342679526,5.36583725215869e-05,0.11540237791695682,7.135556825716407e-05,
2025-12-06,0.029487310627442406,0.00033796060258884086,5.43164142226475e-05,0.11548775930262208,4.430572397408103e-05,
2025-12-07,0.030056653415130384,0.0003297146245883368,5.0874814681868286e-05,0.11548987231070887,2.533779683395354e-05,
2025-12-08,0.02979219657831528,0.0003297146245883368,5.0874814681868286e-05,0.11547019926819407,2.533779683395354e-05,
2025-12-09,0.029792196578315285,0.00032524079047178506,5.0874814681868286e-05,0.11546032423118373,2.533779683395354e-05,
2025-12-10,0.030019140539211314,0.000318259014043356,5.1114093657184356e-05,0.11548671443132481,3.367742621835699e-05,
2025-12-11,0.030038835838806687,0.000318259014043356,5.1114093657184356e-05,0.11540178650486392,3.367742621835699e-05,
2025-12-12,0.030050188751802338,0.00028996680111635013,4.972706611003067e-05,0.11531045680994503,3.22201745840559e-05,
2025-12-13,0.030046299165651408,0.0002892055710854727,4.883304222706233e-05,0.11524401442528516,3.7362373050804256e-05,
2025-12-14,0.02984048335976273,0.00028337303611799825,4.883304222706233e-05,0.11524231051030397,3.7362373050804256e-05,
2025-12-15,0.02978299838283975,0.00027838643886888154,4.787196597678348e-05,0.11521196081390915,4.5020862529957714e-05,
2025-12-16,0.029805386562988517,0.0002593903728949936,4.787196597678348e-05,0.11515827904800945,1.4968727392866686e-05,
2025-12-17,0.02979791288688525,0.0002490518865095088,4.752796529630261e-05,0.11515584520573882,1.7113007574490643e-05,
2025-12-18,0.02931786480784162,0.00024684572682996355,4.830970130582242e-05,0.11522180144235768,1.076924812063062e-05,
2025-12-19,0.02929281703645032,0.0002295347590936554,4.830970130582242e-05,0.11516646854813738,2.9525780459282047e-05,
2025-12-20,0.02920977827829613,0.0002239846348681101,4.830970130582241e-05,0.11507548107384881,7.133858669157484e-05,
2025-12-21,0.029025332734465947,0.0002161148128112445,4.830970130582242e-05,0.11507310267982988,8.590650442387623e-05,
2025-12-22,0.028859722000624796,0.00018836411015918118,4.662250255944547e-05,0.11509582063874356,8.24716174120162e-05,
2025-12-23,0.028724690931011855,0.0001889076789438103,4.449306893108003e-05,0.11511750280763364,0.00010696881624923987,
2025-12-24,0.028455931610315243,0.00018750760809155563,4.449306893108002e-05,0.11511790272106161,0.00012019793631492551,
2025-12-25,0.028367649118098623,0.0001862895742848745,4.419415416419434e-05,0.11518218432488678,0.00012168750778239033,
2025-12-26,0.028479582262327937,0.0001939479487180235,4.4194154164194334e-05,0.11522559243834239,0.00012227356742342354,
2025-12-27,0.028479582262327937,0.00019436892290760556,4.333230435689844e-05,0.11511884408551937,0.00010703901632122098,
2025-12-28,0.028305976088805553,0.00019749868182655927,4.3985245287554624e-05,0.11518418337657763,0.0001250963469427354,
2025-12-29,0.028294702095490728,0.00019779429211500612,4.7493361137197994e-05,0.11515058101910461,0.00015801830638697718,
2025-12-30,0.02841503636450201,0.00020058115237075284,4.810235921597569e-05,0.11510120691180974,0.00016739305592053616,
2025-12-31,0.028415036364502006,0.00019230662116434443,4.810235921597569e-05,0.11503844568095861,0.00016739305592053616,
2026-01-01,0.028469504714528065,0.00018154617205163017,4.798509154942554e-05,0.11503542756790631,0.00016620628402838972,
2026-01-02,0.02849446738022188,0.0001806836878375492,4.450099647543384e-05,0.11486496400533228,0.0001695538385867456,
2026-01-03,0.02847450788260396,0.0001784124919696245,4.3316435080953114e-05,0.11473777256203142,0.00017117938094199646,
2026-01-04,0.028506810434414498,0.00017858110523396117,4.1974497389452726e-05,0.11466914836153291,0.00017603872563725015,
2026-01-05,0.028506810434414494,0.00017933294293397492,4.1974497389452726e-05,0.11455880984570244,0.000158992232453292,
2026-01-06,0.02816457767746091,0.00018302948784652254,4.3095938681167625e-05,0.11447418537810912,0.00016518978676912798,
2026-01-07,0.028270906479796007,0.00018302948784652254,4.3095938681167625e-05,0.11442616591288607,0.00016518978676912798,
2026-01-08,0.028213513198800933,0.00018314602341754131,4.392700221664285e-05,0.1143186736594206,0.00018044803867865722,
2026-01-09,0.02792141786078661,0.00017906140208474001,4.253803190579997e-05,0.11425727827462759,0.0001718959324675311,
2026-01-10,0.02780820688995471,0.00017906140208474001,4.253803190579997e-05,0.11425191726793282,0.0001718959324675311,
2026-01-11,0.02769225539553691,0.00018248950051282518,4.291619002866799e-05,0.1142516569849455,0.00016870313484920827,
2026-01-12,0.02757805383456703,0.0001814334302452237,4.314875823107485e-05,0.11426060628965963,0.00017321281714173306,
2026-01-13,0.027663049764924046,0.0001803452364412401,4.314875823107485e-05,0.11415508798552006,0.00017321281714173306,
2026-01-14,0.02747173507920068,0.0001754558922735619,4.2568724440870576e-05,0.1140125181361939,0.00017012400901734827,
2026-01-15,0.02747173507920068,0.0001788106382065831,4.256872444087057e-05,0.1139361683958731,0.00018433581531529522,
2026-01-16,0.027385623034043134,0.0001768519464955619,4.249945505006545e-05,0.11379509226612324,0.0001817458476084624,
2026-01-17,0.027280073392052205,0.00017032314820507758,4.178645488948624e-05,0.11370747245426446,0.00016464058750468192,
2026-01-18,0.027191144673430312,0.00017032314820507763,4.178645488948624e-05,0.11371147179472368,0.00016464058750468192,
2026-01-19,0.02725888548587418,0.00016998795904743635,4.094493731365065e-05,0.11375901586604566,0.0001442498807637288,
2026-01-20,0.027306901165582625,0.0001698158442068518,4.06047114331678e-05,0.11370735476789232,0.00014199376292834244,
2026-01-21,0.027226296168507805,0.00016556775114086894,4.106786161426581e-05,0.11358477541673104,0.00013993388285962887,
2026-01-22,0.027189334711030754,0.00016422210371531463,4.166035030242054e-05,0.11352192073498128,0.00012807018652161547,
2026-01-23,0.027378893709712353,0.00016411826546111367,4.1660350302420546e-05,0.11338967846343348,0.00012025560030031913,
2026-01-24,0.027334941844992817,0.00016225488932725566,4.0691394591071203e-05,0.11331828394963302,0.00011413486554730226,
2026-01-25,0.02724766183456876,0.0001538833813705724,3.887633872159367e-05,0.1132855449317011,0.00011136192178960055,
2026-01-26,0.027107921962597203,0.00014995568331791227,3.820036263558352e-05,0.11324072203733633,0.00011867148086840234,
2026-01-27,0.027541489556151388,0.0001448600443670186,3.820036263558352e-05,0.11317716399266282,0.00010300150653639846,
2026-01-28,0.027383983212173835,0.00014191772169117235,3.427904088222794e-05,0.11321367901170025,6.891666075498103e-05,
2026-01-29,0.027392585058432457,0.00013344156422382672,3.34162233322403e-05,0.11320852467661378,5.0580526999119e-05,
2026-01-30,0.02768969931075495,0.00013677144756064455,3.246223086341683e-05,0.11318708728506875,4.931529130228464e-05,
2026-01-31,0.0277788889877556,0.00014869763437666677,3.306087435635938e-05,0.11317727860039882,4.708821981500365e-05,
2026-02-01,0.02778555842859854,0.00014763012690768585,3.262385904353302e-05,0.11331267980097222,3.9106552585366565e-05,
2026-02-02,0.02796115161502564,0.0001420569336255968,3.410825938370602e-05,0.11338044719407389,1.855230942867673e-05,
2026-02-03,0.02807299459882925,0.00014312693390508387,3.29164918466643e-05,0.11342058827948268,1.0898076363975713e-05,
2026-02-04,0.027956272703958344,0.00014047239762968937,3.2941274988295517e-05,0.11347927533136971,2.2463098070373923e-05,
2026-02-05,0.028032960408381092,0.0001367497915441735,3.286846636168899e-05,0.11357377193540143,1.6674385713186024e-05,
2026-02-06,0.028179585892454232,0.00013955320766721984,3.251611583412529e-05,0.11358831070785248,2.053244536714042e-05,
2026-02-07,0.028241022136231482,0.0001325779410487707,3.123579495194914e-05,0.11364419450456237,-5.01032399439403e-06,
2026-02-08,0.0285771618918211,0.00011314423400603001,3.117944343164794e-05,0.11366328558644404,-1.0254938664057889e-05,
2026-02-09,0.0285771618918211,0.00011314423400603001,3.117944343164794e-05,0.11363887228305983,-1.025493866405789e-05,
2026-02-10,0.028496318660381364,0.00011377672845395749,3.060689841790291e-05,0.11364122813321505,-6.201653276526135e-06,
2026-02-11,0.02853769511967401,0.00011800315248266635,2.993866515065823e-05,0.1136103511746949,-6.6130046338917845e-06,
2026-02-12,0.02861010961571581,0.00012043045746149677,3.0002532914302146e-05,0.11357406744229714,-2.4400444361861636e-06,
2026-02-13,0.028791209829325475,0.00012182096413314079,3.0015314228156963e-05,0.11363279487726823,-4.964007050320831e-06,
2026-02-14,0.028578932875574312,0.0001266931557106421,3.0015314228156963e-05,0.11365883332097301,3.239814776176658e-08,
2026-02-15,0.028696694684183406,0.0001277871349554427,2.9907187927767908e-05,0.11370858494778097,2.5773031127150078e-06,
2026-02-16,0.02880120787435345,0.00013559399662808495,3.026830917206615e-05,0.11375612852239755,1.4392360697875761e-05,
2026-02-17,0.028847325043152065,0.00013949587086561173,3.026830917206615e-05,0.11380650733345707,1.8815311426482992e-05,
2026-02-18,0.028856898662924905,0.00013930075226165634,3.0282156558607105e-05,0.11378430251805284,1.8739625856205834e-05,
2026-02-19,0.02899413582985978,0.00014066613709146935,2.997330141706262e-05,0.11376126978850959,1.6712346983981832e-05,
2026-02-20,0.0291924202313629,0.00014117076161634733,2.9924120158449044e-05,0.11367684925595914,2.544290790499819e-05,
2026-02-21,0.02916322371311471,0.00014579738293199983,2.9924120158449044e-05,0.11370847373263634,2.544290790499819e-05,
2026-02-22,0.029302349594624365,0.00014579738293199983,2.9924120158449044e-05,0.11374411763822502,2.544290790499819e-05,
2026-02-23,0.02939885210202209,0.0001415536904985899,2.9941436967807804e-05,0.11374081819780961,2.003537015702973e-05,
2026-02-24,0.02956010984903292,0.0001416292405683073,3.097117949398902e-05,0.1137666651287918,1.7395506508521952e-05,
2026-02-25,0.02952619293048508,0.0001361373685712266,3.157001708879498e-05,0.11378620443104194,2.972345130471965e-05,
2026-02-26,0.029415350077629847,0.00013885344777715437,3.265800042726566e-05,0.11380248029464442,2.948377765373503e-05,
2026-02-27,0.029096275197972234,0.00013771168157110036,3.247907425961801e-05,0.11374657774964965,2.7872798517577622e-05,
2026-02-28,0.028803699059631052,0.00014392103813091697,3.188637395831863e-05,0.11372005574920639,3.232619349943574e-05,
2026-03-01,0.028616225605316466,0.00014696905798415336,3.268512631197052e-05,0.11371309086680409,3.2661925901197826e-05,
2026-03-02,0.028519614981023806,0.00014298629750979247,3.2061432949402055e-05,0.11372478596350678,4.152787350909242e-05,
2026-03-03,0.028578857218552422,0.00014112243223525847,3.223572307858649e-05,0.11369972086083961,4.467497950391932e-05,
2026-03-04,0.028344248619460298,0.00014799759056583755,3.1054103803655e-05,0.11366682005284715,5.7568421420285084e-05,
2026-03-05,0.028158160825645852,0.00014176231036777255,3.155089833015607e-05,0.11359880924599722,5.581182043548341e-05,
2026-03-06,0.028279365153507107,0.000141606317531646,3.1413443951368464e-05,0.11360087113091778,5.783892063054875e-05,
2026-03-07,0.028013794305158327,0.00014239911828011991,3.110599387679633e-05,0.11361784453755651,5.168937741000563e-05,
2026-03-08,0.02794557506790003,0.0001411848284586634,3.105520208341277e-05,0.11357316091750398,4.394598915790511e-05,
2026-03-09,0.028203247072681216,0.00014741088633412743,3.165777374679207e-05,0.11350913358934266,4.853516541557984e-05,
2026-03-10,0.02819893212687747,0.0001708384855718274,3.210357611759994e-05,0.11345640147725738,6.218958261615744e-05,
2026-03-11,0.027891083914756074,0.00016626078201347345,3.070916576418742e-05,0.11340197648079887,6.406869788969763e-05,
2026-03-12,0.02788031323415664,0.00016205983121557883,3.101076084471186e-05,0.11342995288611954,6.474190898941649e-05,
2026-03-13,0.02772961572393175,0.00016155247220710716,3.1687647049754e-05,0.11348692692769394,7.163286798516705e-05,
2026-03-14,0.0277833332713102,0.00016333638923556003,3.2263352092655324e-05,0.11357157474043979,7.410197695972976e-05,
2026-03-15,0.02789275120185168,0.00016459314824290267,3.260255881534062e-05,0.11364996151166887,7.227880737730308e-05,
2026-03-16,0.02809434121836819,0.0001632956959128763,3.3059411011338255e-05,0.11369915089610984,7.043630249730973e-05,
2026-03-17,0.027974927810401184,0.0001633708499789324,3.3365682940218385e-05,0.11373151283031734,7.183301128123274e-05,
2026-03-18,0.027725982480932453,0.0001640230667250034,3.330679960116963e-05,0.11370879870446966,8.914653199972897e-05,
2026-03-19,0.027529507510778952,0.00016046924286605216,3.328731364204273e-05,0.11364790535291781,0.00010269120879554593,
2026-03-20,0.027529507510778952,0.00016544491761438112,3.328731364204273e-05,0.11368937355073738,0.0001124997462839283,
2026-03-21,0.027400772884399054,0.00016659543561410486,3.293948456146005e-05,0.11373261481804663,0.00010908570314581325,
2026-03-22,0.027359016036729415,0.00016492632385073876,3.2035551440850455e-05,0.11387379171807056,0.00010654681572594719,
2026-03-23,0.027361429121788444,0.00016110552399462095,3.20166871125979e-05,0.11395915920535718,0.00010584430461809305,
2026-03-24,0.02729080355050033,0.00016686186980470867,3.201668711259789e-05,0.11403932280885343,0.00010683272720086209,
2026-03-25,0.027394793659092958,0.0001719063653030068,3.254895009543005e-05,0.11417414920416262,0.00011120294925680232,
2026-03-26,0.02748683858839319,0.00017133556323598988,3.338146680521908e-05,0.11423371416405305,0.00010829115021486962,
2026-03-27,0.027640318846218943,0.00017624394577527645,3.435447417518854e-05,0.1143956895050762,0.00010213651137565077,
2026-03-28,0.02764031884621895,0.00017548828557041645,3.368977979659138e-05,0.11447189670501261,0.00010511521163494339,
2026-03-29,0.02795590843655703,0.00017740276875336485,3.429872309846418e-05,0.1145777893844265,0.0001266299077217438,
2026-03-30,0.028223664055312306,0.00017461883845233453,3.413458474057987e-05,0.11467751193346463,0.00013859187826924065,
2026-03-31,0.028223664055312302,0.00017448571823728743,3.391917760993401e-05,0.11476617506558787,0.00013839844017480234,
2026-04-01,0.02821581283579136,0.00017552701415067553,3.370768728354064e-05,0.11484671345203175,0.000125559980184065,
2026-04-02,0.02820877650747562,0.00017268852889993345,3.389659894414084e-05,0.11497480376805148,0.00013350530553430607,
2026-04-03,0.02822484221397454,0.0001722787415103463,3.356110064771127e-05,0.11512934691126239,0.00013290706639144544,
2026-04-04,0.028311157224892483,0.0001784268699001008,3.3592019303503294e-05,0.11527602154316388,0.00013885781846423043,
2026-04-05,0.028226578271849025,0.00017791936803076224,3.340143243044026e-05,0.11535680369011256,0.00013883771962019535,1896.9866885230651
2026-04-06,0.028306140043940074,0.00017546147880799327,3.329611868158725e-05,0.11539565185612098,0.00013992581357216892,1896.9866885230651
2026-04-07,0.028243232126353855,0.00018311062078230645,3.3620393917320366e-05,0.11554181356475031,0.00014384420194545598,1896.9866885230651
2026-04-08,0.028161385198524097,0.00018229692846325076,3.3448267402797295e-05,0.11568365320094719,0.0001457660324664651,1896.9866885230651
